CNES - Recursos Físicos - Hospitalar - Leitos de internação - Brasil
Quantidade SUS por Município e Unidade da Federação
Período:Dez/2020
"Município";"RO";"AC";"AM";"RR";"PA";"AP";"TO";"MA";"PI";"CE";"RN";"PB";"PE";"AL";"SE";"BA";"MG";"ES";"RJ";"SP";"PR";"SC";"RS";"MS";"MT";"GO";"DF";"Total"
"315460 Ribeirão das Neves";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;133;-;-;-;-;-;-;-;-;-;-;133
"315470 Ribeirão Vermelho";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;11
"315480 Rio Acima";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;6
"315490 Rio Casca";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;31
"315520 Rio Espera";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;18
"315540 Rio Novo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;39
"315550 Rio Paranaíba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;19
"315560 Rio Pardo de Minas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;40
"315570 Rio Piracicaba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;38
"315580 Rio Pomba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;32
"315590 Rio Preto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;14
"315600 Rio Vermelho";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;32
"315660 Rubim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;33
"315670 Sabará";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;106;-;-;-;-;-;-;-;-;-;-;106
"315680 Sabinópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;42
"315690 Sacramento";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;31
"315700 Salinas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;122;-;-;-;-;-;-;-;-;-;-;122
"315710 Salto da Divisa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;13
"315720 Santa Bárbara";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;35
"315770 Santa Juliana";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;30
"315780 Santa Luzia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;157;-;-;-;-;-;-;-;-;-;-;157
"315790 Santa Margarida";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;31
"315810 Santa Maria do Salto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;6
"315820 Santa Maria do Suaçuí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;41
"315930 Santa Rita de Jacutinga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;15
"315960 Santa Rita do Sapucaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;34
"315980 Santa Vitória";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;34
"315990 Santo Antônio do Amparo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;37
"316040 Santo Antônio do Monte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;41
"316070 Santos Dumont";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;54
"316100 São Domingos do Prata";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;40
"316110 São Francisco";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55;-;-;-;-;-;-;-;-;-;-;55
"312550 São Gonçalo do Rio Preto";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;8
"316200 São Gonçalo do Sapucaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;28
"316210 São Gotardo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;33
"316220 São João Batista do Glória";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;17
"316240 São João da Ponte";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;31
"316250 São João del Rei";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;142;-;-;-;-;-;-;-;-;-;-;142
"316257 São João do Manteninha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;12
"316270 São João do Paraíso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;48
"316280 São João Evangelista";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;50
"316290 São João Nepomuceno";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;-;-;51
"316292 São Joaquim de Bicas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;21
"316370 São Lourenço";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;80;-;-;-;-;-;-;-;-;-;-;80
"316390 São Pedro da União";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;8
"316420 São Romão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;18
"316430 São Roque de Minas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;4
"316470 São Sebastião do Paraíso";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;265;-;-;-;-;-;-;-;-;-;-;265
"316500 São Tiago";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;30
"316530 São Vicente de Minas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;23
"316570 Senador Firmino";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;6
"316680 Serra do Salitre";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;33
"316690 Serrania";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;13
"316710 Serro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;37
"316720 Sete Lagoas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;226;-;-;-;-;-;-;-;-;-;-;226
"316800 Taiobeiras";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;94;-;-;-;-;-;-;-;-;-;-;94
"316840 Tarumirim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49;-;-;-;-;-;-;-;-;-;-;49
"316850 Teixeiras";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;15
"316860 Teófilo Otoni";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;266;-;-;-;-;-;-;-;-;-;-;266
"316870 Timóteo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;41
"316890 Tiros";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;14
"316920 Tombos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;30
"316930 Três Corações";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;92;-;-;-;-;-;-;-;-;-;-;92
"316935 Três Marias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;27
"316940 Três Pontas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73;-;-;-;-;-;-;-;-;-;-;73
"316960 Tupaciguara";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;15
"316970 Turmalina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;39
"316990 Ubá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;221;-;-;-;-;-;-;-;-;-;-;221
"317010 Uberaba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;647;-;-;-;-;-;-;-;-;-;-;647
"317020 Uberlândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;980;-;-;-;-;-;-;-;-;-;-;980
"317040 Unaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;83;-;-;-;-;-;-;-;-;-;-;83
"317043 União de Minas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;34
"317052 Urucuia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;30
"317070 Varginha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;185;-;-;-;-;-;-;-;-;-;-;185
"317080 Várzea da Palma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;42
"317090 Varzelândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;23
"317100 Vazante";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;34
"317120 Vespasiano";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;69;-;-;-;-;-;-;-;-;-;-;69
"317130 Viçosa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;169;-;-;-;-;-;-;-;-;-;-;169
"317160 Virgem da Lapa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;39
"317170 Virgínia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;25
"317180 Virginópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49;-;-;-;-;-;-;-;-;-;-;49
"317200 Visconde do Rio Branco";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;52
"320010 Afonso Cláudio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;52
"320020 Alegre";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;43
"320040 Anchieta";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57;-;-;-;-;-;-;-;-;-;57
"320050 Apiacá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;16
"320060 Aracruz";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;130;-;-;-;-;-;-;-;-;-;130
"320070 Atilio Vivacqua";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;10
"320080 Baixo Guandu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;-;51
"320090 Barra de São Francisco";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;61;-;-;-;-;-;-;-;-;-;61
"320100 Boa Esperança";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;31
"320120 Cachoeiro de Itapemirim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;410;-;-;-;-;-;-;-;-;-;410
"320130 Cariacica";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;208;-;-;-;-;-;-;-;-;-;208
"320140 Castelo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;37
"320150 Colatina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;356;-;-;-;-;-;-;-;-;-;356
"320160 Conceição da Barra";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;16
"320170 Conceição do Castelo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;17
"320190 Domingos Martins";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;93;-;-;-;-;-;-;-;-;-;93
"320210 Ecoporanga";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;46
"320220 Fundão";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;11
"320230 Guaçuí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;47
"320240 Guarapari";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;59
"320245 Ibatiba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;41
"320260 Iconha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;22
"320270 Itaguaçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;47
"320280 Itapemirim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;74;-;-;-;-;-;-;-;-;-;74
"320290 Itarana";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;36
"320300 Iúna";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56;-;-;-;-;-;-;-;-;-;56
"320305 Jaguaré";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;22
"320310 Jerônimo Monteiro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;34
"320313 João Neiva";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;33
"320316 Laranja da Terra";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;23
"320320 Linhares";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;150;-;-;-;-;-;-;-;-;-;150
"320340 Mimoso do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;41
"320350 Montanha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;32
"320360 Mucurici";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;19
"320370 Muniz Freire";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;34
"320380 Muqui";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;38
"320390 Nova Venécia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;48
"320400 Pancas";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;15
"320405 Pedro Canário";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;30
"320410 Pinheiros";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;32
"320420 Piúma";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;12
"320435 Rio Bananal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;26
"320450 Santa Leopoldina";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;25
"320455 Santa Maria de Jetibá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56;-;-;-;-;-;-;-;-;-;56
"320460 Santa Teresa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;48
"320470 São Gabriel da Palha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;20
"320480 São José do Calçado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;76;-;-;-;-;-;-;-;-;-;76
"320490 São Mateus";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;206;-;-;-;-;-;-;-;-;-;206
"320500 Serra";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;307;-;-;-;-;-;-;-;-;-;307
"320503 Vargem Alta";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;30
"320506 Venda Nova do Imigrante";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;61;-;-;-;-;-;-;-;-;-;61
"320520 Vila Velha";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;612;-;-;-;-;-;-;-;-;-;612
"320530 Vitória";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1108;-;-;-;-;-;-;-;-;-;1108
"330010 Angra dos Reis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;264;-;-;-;-;-;-;-;-;264
"330015 Aperibé";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;35
"330020 Araruama";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;162;-;-;-;-;-;-;-;-;162
"330022 Areal";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;21
"330023 Armação dos Búzios";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;48
"330025 Arraial do Cabo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;79;-;-;-;-;-;-;-;-;79
"330030 Barra do Piraí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;214;-;-;-;-;-;-;-;-;214
"330040 Barra Mansa";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;199;-;-;-;-;-;-;-;-;199
"330045 Belford Roxo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;278;-;-;-;-;-;-;-;-;278
"330050 Bom Jardim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;60
"330060 Bom Jesus do Itabapoana";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;93;-;-;-;-;-;-;-;-;93
"330070 Cabo Frio";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;367;-;-;-;-;-;-;-;-;367
"330080 Cachoeiras de Macacu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;-;68
"330090 Cambuci";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;32
"330100 Campos dos Goytacazes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1113;-;-;-;-;-;-;-;-;1113
"330110 Cantagalo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71;-;-;-;-;-;-;-;-;71
"330093 Carapebus";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;20
"330120 Carmo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;36
"330130 Casimiro de Abreu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;64;-;-;-;-;-;-;-;-;64
"330140 Conceição de Macabu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;21
"330150 Cordeiro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;40
"330160 Duas Barras";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;30
"330170 Duque de Caxias";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;745;-;-;-;-;-;-;-;-;745
"330180 Engenheiro Paulo de Frontin";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;23
"330185 Guapimirim";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;73;-;-;-;-;-;-;-;-;73
"330190 Itaboraí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;325;-;-;-;-;-;-;-;-;325
"330200 Itaguaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;102;-;-;-;-;-;-;-;-;102
"330210 Itaocara";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;40
"330220 Itaperuna";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;229;-;-;-;-;-;-;-;-;229
"330225 Itatiaia";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;36
"330227 Japeri";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;20
"330230 Laje do Muriaé";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;30
"330240 Macaé";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;272;-;-;-;-;-;-;-;-;272
"330250 Magé";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;112;-;-;-;-;-;-;-;-;112
"330260 Mangaratiba";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;62;-;-;-;-;-;-;-;-;62
"330270 Maricá";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;224;-;-;-;-;-;-;-;-;224
"330280 Mendes";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;35
"330285 Mesquita";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;104;-;-;-;-;-;-;-;-;104
"330290 Miguel Pereira";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66;-;-;-;-;-;-;-;-;66
"330300 Miracema";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;42
"330310 Natividade";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;39
"330320 Nilópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;88;-;-;-;-;-;-;-;-;88
"330330 Niterói";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1106;-;-;-;-;-;-;-;-;1106
"330340 Nova Friburgo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;419;-;-;-;-;-;-;-;-;419
"330350 Nova Iguaçu";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;480;-;-;-;-;-;-;-;-;480
"330360 Paracambi";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;69;-;-;-;-;-;-;-;-;69
"330370 Paraíba do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;121;-;-;-;-;-;-;-;-;121
"330380 Paraty";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;-;68
"330390 Petrópolis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1090;-;-;-;-;-;-;-;-;1090
"330395 Pinheiral";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;31
"330400 Piraí";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;51
"330410 Porciúncula";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1
"330411 Porto Real";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;45
"330412 Quatis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;33
"330414 Queimados";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;119;-;-;-;-;-;-;-;-;119
"330415 Quissamã";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;84;-;-;-;-;-;-;-;-;84
"330420 Resende";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;158;-;-;-;-;-;-;-;-;158
"330430 Rio Bonito";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;97;-;-;-;-;-;-;-;-;97
"330440 Rio Claro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;41
"330450 Rio das Flores";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;21
"330452 Rio das Ostras";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;101;-;-;-;-;-;-;-;-;101
"330455 Rio de Janeiro";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9064;-;-;-;-;-;-;-;-;9064
"330460 Santa Maria Madalena";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;23
"330470 Santo Antônio de Pádua";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58;-;-;-;-;-;-;-;-;58
"330480 São Fidélis";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;102;-;-;-;-;-;-;-;-;102
"330475 São Francisco de Itabapoana";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;29
"330490 São Gonçalo";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;768;-;-;-;-;-;-;-;-;768
